sample_id,similarity_threshold,fight_threshold,hawk_dove_C,police_density,n_steps,mean_fighting,std_fighting,peak_fighting,min_fighting,fighting_range,cv_fighting,max_step_jump,mean_abs_step_jump,early_mean_fighting,late_mean_fighting,absolute_drift,relative_drift,fraction_zero_fighting,mean_fighting_fraction,mean_happy_fraction,mean_entropy,mean_arrests,instability_score,unstable_flag
0,0.6727395724970847,-0.12414321377873416,2.5022663780488075,0.09289467422291635,100,968.32,15.881989799770054,1014.0,930.0,84.0,0.016401592241996502,49.0,16.616161616161616,965.74,970.9,5.159999999999968,0.005328816920026404,0.0,0.7565000000000001,0.09721093750000001,0.6380763095855714,147.44,0.022979072630283065,False
1,0.8787831726949662,-0.12414321377873416,2.5022663780488075,0.09289467422291635,100,981.42,16.724939461773847,1045.0,941.0,104.0,0.017041571867063895,96.0,15.242424242424242,978.36,984.48,6.1200000000000045,0.006235862321941682,0.0,0.7667343750000002,0.0007109375,0.6523710826873781,147.46,0.45161290322580644,False
2,0.6727395724970847,0.39297564253211026,2.5022663780488075,0.09289467422291635,100,27.32,8.937426922778165,49.0,8.0,41.0,0.3271386135716752,26.0,8.454545454545455,29.74,24.9,4.84,0.17715959004392387,0.0,0.021343750000000005,0.13863281249999998,0.6210309120178222,6.34,1.115255708304036,True
3,0.6727395724970847,-0.12414321377873416,10.507366719283162,0.09289467422291635,100,938.4,21.285675934768904,992.0,891.0,101.0,0.02268294536953208,45.0,16.32323232323232,929.4,947.4,18.0,0.01918158567774936,0.0,0.733125,0.09723437500000003,0.6386980648040772,147.27,0.01107919573245782,False
4,0.6727395724970847,-0.12414321377873416,2.5022663780488075,0.12157831206917762,100,749.58,20.44171225704931,794.0,710.0,84.0,0.027270888040034833,62.0,19.171717171717173,746.62,752.54,5.919999999999959,0.00789775607673625,0.0,0.585609375,0.09373437500000001,0.6371381587982178,186.88,0.21281674542558493,False
5,0.8787831726949662,0.39297564253211026,10.507366719283162,0.12157831206917762,100,7.39,4.1902147916306145,21.0,0.0,21.0,0.567011473833642,17.0,4.686868686868687,8.02,6.76,1.2599999999999998,0.17050067658998644,0.03,0.005773437500000001,0.000515625,0.6521940742492676,2.71,1.5870757015114199,True
6,0.246988988481462,0.40771510675549516,15.706631660927085,0.04546140844002366,100,67.88,8.374102937031525,87.0,44.0,43.0,0.12336627779952158,28.0,9.737373737373737,65.8,69.96,4.159999999999997,0.06128461991750143,0.0,0.05303125,0.9963828125000002,0.5477909126281737,0.26,0.2416686810347498,False
7,0.37003983287140724,0.40771510675549516,15.706631660927085,0.04546140844002366,100,76.03,10.60325893298848,111.0,50.0,61.0,0.1394615143099892,51.0,10.828282828282829,76.78,75.28,1.5,0.019729054320662895,0.0,0.0593984375,0.9919296874999999,0.42130235061645505,0.43,0.14175598592105054,False
8,0.246988988481462,-0.05561854764819141,15.706631660927085,0.04546140844002366,100,842.42,13.223600114946006,878.0,805.0,73.0,0.015697158323574947,36.0,11.94949494949495,838.92,845.92,7.0,0.008309394363856509,0.0,0.658140625,0.9787499999999997,0.6433212078094482,61.54,0.0,False
9,0.246988988481462,0.40771510675549516,3.496816435176879,0.04546140844002366,100,92.07,11.430883605391141,117.0,59.0,58.0,0.1241542696360502,52.0,13.1010101010101,94.4,89.74,4.660000000000011,0.050613663516889444,0.0,0.0719296875,0.9965937500000002,0.5461761821746827,0.41,0.20179222394405716,False
10,0.246988988481462,0.40771510675549516,15.706631660927085,0.04829953586682677,100,54.18,9.487233527219617,80.0,34.0,46.0,0.17510582368437833,35.0,11.181818181818182,51.7,56.66,4.959999999999994,0.09154669619785888,0.0,0.042328124999999994,0.9965468749999999,0.5516325908660888,0.19,0.46674930388500435,False
11,0.37003983287140724,-0.05561854764819141,3.496816435176879,0.04829953586682677,100,425.42,39.15461147808774,503.0,352.0,151.0,0.09203754284727501,58.0,17.171717171717173,457.0,393.84,63.160000000000025,0.14846504630717886,0.0,0.332359375,0.9439140624999999,0.32881408519744865,60.92,0.6043656432878669,False
12,0.32742318562231953,-0.15496472194790836,9.156119275838135,0.1255664063617587,100,597.28,19.464881196657736,643.0,540.0,103.0,0.03258920639676155,64.0,16.434343434343436,592.5,602.06,9.559999999999945,0.01600589338333771,0.0,0.466625,0.8801953125,0.5112091320037843,168.71,0.12311982386240795,False
13,0.2523421151097864,-0.15496472194790836,9.156119275838135,0.1255664063617587,100,597.28,19.464881196657736,643.0,540.0,103.0,0.03258920639676155,64.0,16.434343434343436,592.5,602.06,9.559999999999945,0.01600589338333771,0.0,0.466625,0.8801953125,0.5112091320037843,168.71,0.12311982386240795,False
