sample_id,similarity_threshold,fight_threshold,hawk_dove_C,police_density,n_steps,mean_fighting,std_fighting,peak_fighting,min_fighting,fighting_range,cv_fighting,max_step_jump,mean_abs_step_jump,early_mean_fighting,late_mean_fighting,absolute_drift,relative_drift,fraction_zero_fighting,mean_fighting_fraction,mean_happy_fraction,mean_entropy,mean_arrests,instability_score,unstable_flag
112,0.2644192105159163,0.030848278850317046,0.3229248519986868,0.12480344768613576,100,63.6,14.90771612286738,106.0,31.0,75.0,0.23439805224634244,55.0,15.070707070707071,60.96,66.24,5.279999999999994,0.0830188679245282,0.0,0.06625,0.9500312500000002,0.2585675816545583,12.42,0.6671307147154157,False
113,0.41923487950116395,0.332187519967556,7.191888424195349,0.12480344768613576,100,16.69,4.836724097982021,37.0,4.0,33.0,0.2897977290582397,20.0,5.353535353535354,16.28,17.1,0.8200000000000003,0.049131216297183956,0.0,0.017385416666666667,0.8255416666666666,0.2831173321406047,1.55,0.533944934131546,False
114,0.6884610008914024,0.2621232427656651,17.885997935384513,0.14888050636276604,100,10.92,4.661930930419282,23.0,2.0,21.0,0.42691675186989764,15.0,4.717171717171717,11.64,10.2,1.4400000000000013,0.13186813186813198,0.0,0.011374999999999998,0.015489583333333334,0.6325375980377196,3.05,1.2325458050434719,True
115,0.8694319742266089,0.2621232427656651,17.885997935384513,0.14888050636276604,100,11.87,5.527485866105855,32.0,1.0,31.0,0.4656685649625826,18.0,5.070707070707071,12.74,11.0,1.7400000000000002,0.14658803706823928,0.0,0.012364583333333332,0.001520833333333333,0.6346602672576904,3.73,1.3907202678289292,True
116,0.6884610008914024,-0.01953243315219877,17.885997935384513,0.14888050636276604,100,81.98,12.215547470334679,111.0,56.0,55.0,0.1490064341343581,47.0,13.919191919191919,83.68,80.28,3.4000000000000057,0.0414735301292999,0.0,0.08539583333333335,0.01475,0.6354758171081543,28.81,0.1669416513864901,False
117,0.6884610008914024,0.2621232427656651,14.49478164585307,0.14888050636276604,100,14.83,5.727224458671058,34.0,3.0,31.0,0.38619180436082656,18.0,5.262626262626263,15.64,14.02,1.620000000000001,0.10923803101820641,0.0,0.015447916666666665,0.0165625,0.6330535205841065,4.55,1.0338646900238202,True
118,0.6884610008914024,0.2621232427656651,17.885997935384513,0.06025011526420712,100,59.79,10.05215897208157,83.0,36.0,47.0,0.16812441833218883,40.0,12.202020202020202,61.54,58.04,3.5,0.05853821709315939,0.0,0.062281249999999996,0.013218750000000001,0.6353433898925782,8.2,0.28940274626223383,False
119,0.8694319742266089,-0.01953243315219877,14.49478164585307,0.06025011526420712,100,299.31,16.686338723638567,340.0,264.0,76.0,0.05574935258975165,64.0,17.78787878787879,299.46,299.16,0.2999999999999545,0.0010023053021948967,0.0,0.31178125,0.0009062500000000002,0.6415756301879881,64.94,0.3416635377785631,False
120,0.8513510782737285,-0.06955657079815863,10.784682550653814,0.13116035897284745,100,202.92,19.234697814106674,265.0,146.0,119.0,0.09478956147302718,75.0,22.08080808080808,201.28,204.56,3.280000000000001,0.016164005519416526,0.0,0.21137499999999998,0.001,0.6390407596588136,79.64,0.6647470017889878,False
121,0.6960793522186578,-0.06955657079815863,10.784682550653814,0.13116035897284745,100,203.61,16.076625889781724,252.0,167.0,85.0,0.07895793865616484,59.0,18.636363636363637,203.4,203.82,0.4199999999999875,0.0020627670546632653,0.0,0.21209374999999997,0.012687499999999997,0.6371769039154053,80.47,0.31112374936501985,False
